"week" "question" "score"
"2660" "38" "form.family_planning_group.counsel_accessible" "28.9447509368183"
"2661" "1" "form.bp2.accompany" "0"
"2662" "2" "form.bp2.accompany" "0"
"2663" "3" "form.bp2.accompany" "0"
"2664" "4" "form.bp2.accompany" "50.3827331759021"
"2665" "5" "form.bp2.accompany" "64.1256717976101"
"2666" "6" "form.bp2.accompany" "48.3734282696002"
"2667" "7" "form.bp2.accompany" "44.5980964778662"
"2668" "8" "form.bp2.accompany" "33.1142287328521"
"2669" "9" "form.bp2.accompany" "47.5858465471695"
"2670" "10" "form.bp2.accompany" "51.9786771007407"
"2671" "11" "form.bp2.accompany" "49.5634826871853"
"2672" "12" "form.bp2.accompany" "0"
"2673" "13" "form.bp2.accompany" "58.5594074454132"
"2674" "14" "form.bp2.accompany" "68.0609044789591"
"2675" "15" "form.bp2.accompany" "56.8519164317376"
"2676" "16" "form.bp2.accompany" "39.307684893147"
"2677" "17" "form.bp2.accompany" "40.3330943932543"
"2678" "18" "form.bp2.accompany" "34.7132301839476"
"2679" "19" "form.bp2.accompany" "35.5071485121371"
"2680" "20" "form.bp2.accompany" "0"
"2681" "21" "form.bp2.accompany" "38.9970849505855"
"2682" "22" "form.bp2.accompany" "43.4166426390545"
"2683" "23" "form.bp2.accompany" "43.6886323665811"
"2684" "24" "form.bp2.accompany" "22.3457166262117"
"2685" "25" "form.bp2.accompany" "0"
"2686" "26" "form.bp2.accompany" "48.9406571294434"
"2687" "27" "form.bp2.accompany" "0"
"2688" "28" "form.bp2.accompany" "0"
"2689" "29" "form.bp2.accompany" "59.4138854925549"
"2690" "30" "form.bp2.accompany" "63.2222974661604"
"2691" "31" "form.bp2.accompany" "60.7515129048831"
"2692" "32" "form.bp2.accompany" "64.8978452937452"
"2693" "33" "form.bp2.accompany" "0"
"2694" "34" "form.bp2.accompany" "0"
"2695" "35" "form.bp2.accompany" "0"
"2696" "36" "form.bp2.accompany" "72.094206543354"
"2697" "37" "form.bp2.accompany" "0"
"2698" "38" "form.bp2.accompany" "0"
"2699" "1" "form.bp2.play_cord_care_vid" "31.488470499682"
"2700" "2" "form.bp2.play_cord_care_vid" "29.7803288029953"
"2701" "3" "form.bp2.play_cord_care_vid" "23.3793627287448"
"2702" "4" "form.bp2.play_cord_care_vid" "92.8651782769214"
"2703" "5" "form.bp2.play_cord_care_vid" "113.686723596252"
"2704" "6" "form.bp2.play_cord_care_vid" "91.1728207542275"
"2705" "7" "form.bp2.play_cord_care_vid" "73.140553323103"
"2706" "8" "form.bp2.play_cord_care_vid" "100.341639570139"
"2707" "9" "form.bp2.play_cord_care_vid" "104.363588123998"
"2708" "10" "form.bp2.play_cord_care_vid" "77.9277076879544"
"2709" "11" "form.bp2.play_cord_care_vid" "90.5173712605284"
"2710" "12" "form.bp2.play_cord_care_vid" "78.477392557015"
"2711" "13" "form.bp2.play_cord_care_vid" "116.369236795696"
"2712" "14" "form.bp2.play_cord_care_vid" "163.275893079383"
"2713" "15" "form.bp2.play_cord_care_vid" "150.090865763874"
"2714" "16" "form.bp2.play_cord_care_vid" "81.9400689620236"
"2715" "17" "form.bp2.play_cord_care_vid" "65.0463122269771"
"2716" "18" "form.bp2.play_cord_care_vid" "83.2084252942693"
"2717" "19" "form.bp2.play_cord_care_vid" "65.407446470276"
"2718" "20" "form.bp2.play_cord_care_vid" "65.715343813904"
"2719" "21" "form.bp2.play_cord_care_vid" "67.7823160962733"
"2720" "22" "form.bp2.play_cord_care_vid" "46.1648930387243"
"2721" "23" "form.bp2.play_cord_care_vid" "64.5248170969796"
"2722" "24" "form.bp2.play_cord_care_vid" "57.2884001023319"
"2723" "25" "form.bp2.play_cord_care_vid" "72.2467120250464"
"2724" "26" "form.bp2.play_cord_care_vid" "73.4175056340268"
"2725" "27" "form.bp2.play_cord_care_vid" "80.9814045347095"
"2726" "28" "form.bp2.play_cord_care_vid" "78.3298903322718"
"2727" "29" "form.bp2.play_cord_care_vid" "74.1370964684128"
"2728" "30" "form.bp2.play_cord_care_vid" "77.0749011319005"
"2729" "31" "form.bp2.play_cord_care_vid" "88.935085923732"
"2730" "32" "form.bp2.play_cord_care_vid" "88.1352024514253"
"2731" "33" "form.bp2.play_cord_care_vid" "71.9715956404958"
"2732" "34" "form.bp2.play_cord_care_vid" "117.594088463823"
"2733" "35" "form.bp2.play_cord_care_vid" "89.2379739044043"
"2734" "36" "form.bp2.play_cord_care_vid" "94.5089068802017"
"2735" "37" "form.bp2.play_cord_care_vid" "87.9798415630208"
"2736" "38" "form.bp2.play_cord_care_vid" "45.0395482757978"
"2737" "1" "form.family_planning_group.postpone_conception" "5.79805506495858"
"2738" "2" "form.family_planning_group.postpone_conception" "3.11364764482516"
"2739" "3" "form.family_planning_group.postpone_conception" "0"
"2740" "4" "form.family_planning_group.postpone_conception" "8.42162371454336"
"2741" "5" "form.family_planning_group.postpone_conception" "12.5906416133507"
"2742" "6" "form.family_planning_group.postpone_conception" "9.22696266932839"
"2743" "7" "form.family_planning_group.postpone_conception" "4.41686678534968"
"2744" "8" "form.family_planning_group.postpone_conception" "6.14194311041023"
"2745" "9" "form.family_planning_group.postpone_conception" "14.3098739675671"
"2746" "10" "form.family_planning_group.postpone_conception" "6.0103107102317"
"2747" "11" "form.family_planning_group.postpone_conception" "5.42615259259079"
"2748" "12" "form.family_planning_group.postpone_conception" "8.48876390160165"
"2749" "13" "form.family_planning_group.postpone_conception" "14.5306240972924"
"2750" "14" "form.family_planning_group.postpone_conception" "13.6228278895689"
"2751" "15" "form.family_planning_group.postpone_conception" "20.7665102997348"
"2752" "16" "form.family_planning_group.postpone_conception" "7.23010883205109"
"2753" "17" "form.family_planning_group.postpone_conception" "4.11947772768022"
"2754" "18" "form.family_planning_group.postpone_conception" "8.18812837169969"
"2755" "19" "form.family_planning_group.postpone_conception" "8.44586621152443"
"2756" "20" "form.family_planning_group.postpone_conception" "9.54371116075604"
"2757" "21" "form.family_planning_group.postpone_conception" "4.16627987753437"
"2758" "22" "form.family_planning_group.postpone_conception" "0"
"2759" "23" "form.family_planning_group.postpone_conception" "5.68227172586184"
"2760" "24" "form.family_planning_group.postpone_conception" "10.2161596165129"
"2761" "25" "form.family_planning_group.postpone_conception" "6.40554311236026"
"2762" "26" "form.family_planning_group.postpone_conception" "11.247820262996"
"2763" "27" "form.family_planning_group.postpone_conception" "6.65047202152238"
"2764" "28" "form.family_planning_group.postpone_conception" "5.80187701613253"
"2765" "29" "form.family_planning_group.postpone_conception" "3.94386237004796"
"2766" "30" "form.family_planning_group.postpone_conception" "5.0124396578372"
"2767" "31" "form.family_planning_group.postpone_conception" "6.57317979929913"
"2768" "32" "form.family_planning_group.postpone_conception" "8.68920063277681"
"2769" "33" "form.family_planning_group.postpone_conception" "6.75085213733651"
"2770" "34" "form.family_planning_group.postpone_conception" "12.2154272698801"
"2771" "35" "form.family_planning_group.postpone_conception" "8.39457493896872"
"2772" "36" "form.family_planning_group.postpone_conception" "8.88583006460675"
"2773" "37" "form.family_planning_group.postpone_conception" "10.1273233612315"
"2774" "38" "form.family_planning_group.postpone_conception" "3.23667399634967"
"2775" "1" "form.bp2.not_yet_materials" "0"
"2776" "2" "form.bp2.not_yet_materials" "0"
"2777" "3" "form.bp2.not_yet_materials" "0"
"2778" "4" "form.bp2.not_yet_materials" "0"
"2779" "5" "form.bp2.not_yet_materials" "0"
"2780" "6" "form.bp2.not_yet_materials" "0"
"2781" "7" "form.bp2.not_yet_materials" "0"
"2782" "8" "form.bp2.not_yet_materials" "0"
"2783" "9" "form.bp2.not_yet_materials" "0"
"2784" "10" "form.bp2.not_yet_materials" "0"
"2785" "11" "form.bp2.not_yet_materials" "0"
"2786" "12" "form.bp2.not_yet_materials" "0"
"2787" "13" "form.bp2.not_yet_materials" "0"
"2788" "14" "form.bp2.not_yet_materials" "0"
"2789" "15" "form.bp2.not_yet_materials" "0"
"2790" "16" "form.bp2.not_yet_materials" "0"
"2791" "17" "form.bp2.not_yet_materials" "0"
"2792" "18" "form.bp2.not_yet_materials" "0"
"2793" "19" "form.bp2.not_yet_materials" "0"
"2794" "20" "form.bp2.not_yet_materials" "0"
"2795" "21" "form.bp2.not_yet_materials" "0"
"2796" "22" "form.bp2.not_yet_materials" "0"
"2797" "23" "form.bp2.not_yet_materials" "0"
"2798" "24" "form.bp2.not_yet_materials" "0"
"2799" "25" "form.bp2.not_yet_materials" "0"
"2800" "26" "form.bp2.not_yet_materials" "0"
"2801" "27" "form.bp2.not_yet_materials" "0"
"2802" "28" "form.bp2.not_yet_materials" "0"
"2803" "29" "form.bp2.not_yet_materials" "0"
"2804" "30" "form.bp2.not_yet_materials" "0"
"2805" "31" "form.bp2.not_yet_materials" "0"
"2806" "32" "form.bp2.not_yet_materials" "0"
"2807" "33" "form.bp2.not_yet_materials" "0"
"2808" "34" "form.bp2.not_yet_materials" "0"
"2809" "35" "form.bp2.not_yet_materials" "0"
"2810" "36" "form.bp2.not_yet_materials" "0"
"2811" "37" "form.bp2.not_yet_materials" "0"
"2812" "38" "form.bp2.not_yet_materials" "0"
"2813" "1" "form.bp2.has_danger_signs" "23.5175502773077"
"2814" "2" "form.bp2.has_danger_signs" "0"
"2815" "3" "form.bp2.has_danger_signs" "18.9955564307381"
"2816" "4" "form.bp2.has_danger_signs" "67.338955360237"
"2817" "5" "form.bp2.has_danger_signs" "62.0894180443745"
"2818" "6" "form.bp2.has_danger_signs" "52.970446490612"
"2819" "7" "form.bp2.has_danger_signs" "45.616933746651"
"2820" "8" "form.bp2.has_danger_signs" "43.197151889556"
"2821" "9" "form.bp2.has_danger_signs" "59.5996000296192"
"2822" "10" "form.bp2.has_danger_signs" "44.119547070831"
"2823" "11" "form.bp2.has_danger_signs" "51.2034009215779"
"2824" "12" "form.bp2.has_danger_signs" "53.549691397608"
"2825" "13" "form.bp2.has_danger_signs" "57.5517735399508"
"2826" "14" "form.bp2.has_danger_signs" "69.0622096421962"
"2827" "15" "form.bp2.has_danger_signs" "55.0363944655725"
"2828" "16" "form.bp2.has_danger_signs" "49.0386658566491"
"2829" "17" "form.bp2.has_danger_signs" "42.759001758577"
"2830" "18" "form.bp2.has_danger_signs" "54.9572491835927"
"2831" "19" "form.bp2.has_danger_signs" "43.5859360525602"
"2832" "20" "form.bp2.has_danger_signs" "44.8414117066893"
"2833" "21" "form.bp2.has_danger_signs" "46.2074761130479"
"2834" "22" "form.bp2.has_danger_signs" "38.1076930517092"
"2835" "23" "form.bp2.has_danger_signs" "42.7296510577693"
"2836" "24" "form.bp2.has_danger_signs" "27.798217729818"
"2837" "25" "form.bp2.has_danger_signs" "43.5218061579429"
"2838" "26" "form.bp2.has_danger_signs" "53.483525578161"
"2839" "27" "form.bp2.has_danger_signs" "67.0941164832139"
"2840" "28" "form.bp2.has_danger_signs" "68.5989956885238"
"2841" "29" "form.bp2.has_danger_signs" "63.5612473960274"
"2842" "30" "form.bp2.has_danger_signs" "65.6709230588553"
"2843" "31" "form.bp2.has_danger_signs" "69.7151418786544"
"2844" "32" "form.bp2.has_danger_signs" "79.3215101628427"
"2845" "33" "form.bp2.has_danger_signs" "53.9277234284631"
"2846" "34" "form.bp2.has_danger_signs" "84.2783204004064"
"2847" "35" "form.bp2.has_danger_signs" "80.1764521037969"
"2848" "36" "form.bp2.has_danger_signs" "81.6243405541653"
"2849" "37" "form.bp2.has_danger_signs" "78.0545313110859"
"2850" "38" "form.bp2.has_danger_signs" "39.5193556094266"
"2851" "1" "form.family_planning_group.counsel_benefits" "0"
"2852" "2" "form.family_planning_group.counsel_benefits" "6.43909903643487"
"2853" "3" "form.family_planning_group.counsel_benefits" "0"
"2854" "4" "form.family_planning_group.counsel_benefits" "45.1433821197466"
"2855" "5" "form.family_planning_group.counsel_benefits" "40.3688511274281"
"2856" "6" "form.family_planning_group.counsel_benefits" "26.0188088457275"
"2857" "7" "form.family_planning_group.counsel_benefits" "36.1112098941072"
"2858" "8" "form.family_planning_group.counsel_benefits" "47.1085270968553"
"2859" "9" "form.family_planning_group.counsel_benefits" "40.689686302173"
"2860" "10" "form.family_planning_group.counsel_benefits" "31.7101440994981"
"2861" "11" "form.family_planning_group.counsel_benefits" "0"
"2862" "12" "form.family_planning_group.counsel_benefits" "39.0100914538046"
"2863" "13" "form.family_planning_group.counsel_benefits" "0"
"2864" "14" "form.family_planning_group.counsel_benefits" "65.097919570981"
"2865" "15" "form.family_planning_group.counsel_benefits" "54.1388896984101"
"2866" "16" "form.family_planning_group.counsel_benefits" "36.8952850976021"
"2867" "17" "form.family_planning_group.counsel_benefits" "32.9332077333382"
"2868" "18" "form.family_planning_group.counsel_benefits" "44.5166243350039"
"2869" "19" "form.family_planning_group.counsel_benefits" "29.6225989628597"
"2870" "20" "form.family_planning_group.counsel_benefits" "35.3397928531935"
"2871" "21" "form.family_planning_group.counsel_benefits" "30.9144067609625"
"2872" "22" "form.family_planning_group.counsel_benefits" "23.0020263087327"
"2873" "23" "form.family_planning_group.counsel_benefits" "26.3864291484199"
"2874" "24" "form.family_planning_group.counsel_benefits" "21.6808705278571"
"2875" "25" "form.family_planning_group.counsel_benefits" "0"
"2876" "26" "form.family_planning_group.counsel_benefits" "30.4151747863968"
"2877" "27" "form.family_planning_group.counsel_benefits" "41.3662058559231"
"2878" "28" "form.family_planning_group.counsel_benefits" "35.8540275233214"
"2879" "29" "form.family_planning_group.counsel_benefits" "36.5354906406059"
"2880" "30" "form.family_planning_group.counsel_benefits" "31.5030732275459"
"2881" "31" "form.family_planning_group.counsel_benefits" "38.8614717430181"
"2882" "32" "form.family_planning_group.counsel_benefits" "48.1062674120766"
"2883" "33" "form.family_planning_group.counsel_benefits" "0"
"2884" "34" "form.family_planning_group.counsel_benefits" "61.0272220708255"
"2885" "35" "form.family_planning_group.counsel_benefits" "42.9949633145094"
"2886" "36" "form.family_planning_group.counsel_benefits" "0"
"2887" "37" "form.family_planning_group.counsel_benefits" "53.1595482957416"
"2888" "38" "form.family_planning_group.counsel_benefits" "0"
"2889" "1" "form.bp1.resting" "0"
"2890" "2" "form.bp1.resting" "2.70679706931534"
"2891" "3" "form.bp1.resting" "0"
"2892" "4" "form.bp1.resting" "4.36659949491388"
"2893" "5" "form.bp1.resting" "2.17028047868239"
"2894" "6" "form.bp1.resting" "0"
"2895" "7" "form.bp1.resting" "0"
"2896" "8" "form.bp1.resting" "2.07091074377507"
"2897" "9" "form.bp1.resting" "4.33485793299257"
"2898" "10" "form.bp1.resting" "0"
"2899" "11" "form.bp1.resting" "5.00356652012855"
"2900" "12" "form.bp1.resting" "0"
"2901" "13" "form.bp1.resting" "2.46176504428144"
"2902" "14" "form.bp1.resting" "2.4306018830246"
"2903" "15" "form.bp1.resting" "0"
"2904" "16" "form.bp1.resting" "2.48563772031801"
"2905" "17" "form.bp1.resting" "6.20567455181549"
"2906" "18" "form.bp1.resting" "8.04685328543148"
"2907" "19" "form.bp1.resting" "2.31898413445585"
"2908" "20" "form.bp1.resting" "15.0648359715424"
"2909" "21" "form.bp1.resting" "6.53827511953789"
"2910" "22" "form.bp1.resting" "2.47833666457974"
"2911" "23" "form.bp1.resting" "4.59466518881055"
"2912" "24" "form.bp1.resting" "2.85446579394906"
"2913" "25" "form.bp1.resting" "8.15982071475954"
"2914" "26" "form.bp1.resting" "7.65348025861798"
"2915" "27" "form.bp1.resting" "2.27944969780276"
"2916" "28" "form.bp1.resting" "6.16296742867582"
"2917" "29" "form.bp1.resting" "18.2999667794208"
"2918" "30" "form.bp1.resting" "5.00299922024117"
"2919" "31" "form.bp1.resting" "0"
"2920" "32" "form.bp1.resting" "2.80570779493599"
"2921" "33" "form.bp1.resting" "0"
"2922" "34" "form.bp1.resting" "4.54984878903798"
"2923" "35" "form.bp1.resting" "0"
"2924" "36" "form.bp1.resting" "0"
"2925" "37" "form.bp1.resting" "0"
"2926" "38" "form.bp1.resting" "2.80048663939025"
"2927" "1" "form.nextvisittype" "28.8505496605401"
"2928" "2" "form.nextvisittype" "44.1516875955314"
"2929" "3" "form.nextvisittype" "24.1006475974365"
"2930" "4" "form.nextvisittype" "94.9509223365184"
"2931" "5" "form.nextvisittype" "126.174570517115"
"2932" "6" "form.nextvisittype" "107.452262496999"
"2933" "7" "form.nextvisittype" "74.4866506282149"
"2934" "8" "form.nextvisittype" "81.6224447777389"
"2935" "9" "form.nextvisittype" "102.358465643082"
"2936" "10" "form.nextvisittype" "88.3588202429504"
"2937" "11" "form.nextvisittype" "79.1349330599138"
"2938" "12" "form.nextvisittype" "64.9194856668652"
"2939" "13" "form.nextvisittype" "94.1562525707506"
"2940" "14" "form.nextvisittype" "102.832892825643"
"2941" "15" "form.nextvisittype" "106.565485717387"
"2942" "16" "form.nextvisittype" "53.0727862296746"
"2943" "17" "form.nextvisittype" "67.4107669486565"
"2944" "18" "form.nextvisittype" "70.1026789811865"
"2945" "19" "form.nextvisittype" "68.2327107068921"
"2946" "20" "form.nextvisittype" "71.9078434156378"
"2947" "21" "form.nextvisittype" "56.5202027389662"
"2948" "22" "form.nextvisittype" "75.8149510882732"
"2949" "23" "form.nextvisittype" "73.6406984809862"
"2950" "24" "form.nextvisittype" "54.5907883729461"
"2951" "25" "form.nextvisittype" "83.7573666033574"
"2952" "26" "form.nextvisittype" "85.3482663692082"
"2953" "27" "form.nextvisittype" "86.8606669032535"
"2954" "28" "form.nextvisittype" "134.344275356527"
"2955" "29" "form.nextvisittype" "109.400760793872"
"2956" "30" "form.nextvisittype" "108.501586857947"
"2957" "31" "form.nextvisittype" "116.482727127208"
"2958" "32" "form.nextvisittype" "125.210148777229"
"2959" "33" "form.nextvisittype" "85.0753326650019"
"2960" "34" "form.nextvisittype" "161.461469467254"
"2961" "35" "form.nextvisittype" "115.60782653308"
"2962" "36" "form.nextvisittype" "120.182269205922"
"2963" "37" "form.nextvisittype" "150.689082419588"
"2964" "38" "form.nextvisittype" "100.048978227438"
"2965" "1" "form.bp1.anc3.anc3_abnormalities" "0"
"2966" "2" "form.bp1.anc3.anc3_abnormalities" "0"
"2967" "3" "form.bp1.anc3.anc3_abnormalities" "0"
"2968" "4" "form.bp1.anc3.anc3_abnormalities" "4.90931891625443"
"2969" "5" "form.bp1.anc3.anc3_abnormalities" "0"
"2970" "6" "form.bp1.anc3.anc3_abnormalities" "6.71201726316474"
"2971" "7" "form.bp1.anc3.anc3_abnormalities" "0"
"2972" "8" "form.bp1.anc3.anc3_abnormalities" "5.0181751958415"
"2973" "9" "form.bp1.anc3.anc3_abnormalities" "0"
"2974" "10" "form.bp1.anc3.anc3_abnormalities" "0"
"2975" "11" "form.bp1.anc3.anc3_abnormalities" "0"
"2976" "12" "form.bp1.anc3.anc3_abnormalities" "0"
"2977" "13" "form.bp1.anc3.anc3_abnormalities" "1.75091416180991"
"2978" "14" "form.bp1.anc3.anc3_abnormalities" "6.93058448626285"
"2979" "15" "form.bp1.anc3.anc3_abnormalities" "0"
"2980" "16" "form.bp1.anc3.anc3_abnormalities" "3.47779005095404"
"2981" "17" "form.bp1.anc3.anc3_abnormalities" "3.69810751873499"
"2982" "18" "form.bp1.anc3.anc3_abnormalities" "0"
"2983" "19" "form.bp1.anc3.anc3_abnormalities" "0"
"2984" "20" "form.bp1.anc3.anc3_abnormalities" "0"
"2985" "21" "form.bp1.anc3.anc3_abnormalities" "0"
"2986" "22" "form.bp1.anc3.anc3_abnormalities" "0"
"2987" "23" "form.bp1.anc3.anc3_abnormalities" "10.6625112424016"
"2988" "24" "form.bp1.anc3.anc3_abnormalities" "0"
"2989" "25" "form.bp1.anc3.anc3_abnormalities" "5.60539967231541"
"2990" "26" "form.bp1.anc3.anc3_abnormalities" "0"
"2991" "27" "form.bp1.anc3.anc3_abnormalities" "0"
"2992" "28" "form.bp1.anc3.anc3_abnormalities" "12.8986587608093"
"2993" "29" "form.bp1.anc3.anc3_abnormalities" "0"
"2994" "30" "form.bp1.anc3.anc3_abnormalities" "9.2028696576619"
"2995" "31" "form.bp1.anc3.anc3_abnormalities" "0"
"2996" "32" "form.bp1.anc3.anc3_abnormalities" "0"
"2997" "33" "form.bp1.anc3.anc3_abnormalities" "0"
"2998" "34" "form.bp1.anc3.anc3_abnormalities" "0"
"2999" "35" "form.bp1.anc3.anc3_abnormalities" "0"
"3000" "36" "form.bp1.anc3.anc3_abnormalities" "0"
"3001" "37" "form.bp1.anc3.anc3_abnormalities" "3.14433611283549"
"3002" "38" "form.bp1.anc3.anc3_abnormalities" "3.92225970330149"
"3003" "1" "form.family_planning_group.counsel_institution" "0"
"3004" "2" "form.family_planning_group.counsel_institution" "0"
"3005" "3" "form.family_planning_group.counsel_institution" "0"
"3006" "4" "form.family_planning_group.counsel_institution" "39.7908263544426"
"3007" "5" "form.family_planning_group.counsel_institution" "0"
"3008" "6" "form.family_planning_group.counsel_institution" "0"
"3009" "7" "form.family_planning_group.counsel_institution" "36.1156337829549"
"3010" "8" "form.family_planning_group.counsel_institution" "0"
"3011" "9" "form.family_planning_group.counsel_institution" "38.7836953452283"
"3012" "10" "form.family_planning_group.counsel_institution" "0"
"3013" "11" "form.family_planning_group.counsel_institution" "42.0646062759871"
"3014" "12" "form.family_planning_group.counsel_institution" "0"
"3015" "13" "form.family_planning_group.counsel_institution" "0"
"3016" "14" "form.family_planning_group.counsel_institution" "64.2820600689939"
"3017" "15" "form.family_planning_group.counsel_institution" "51.5830015481922"
"3018" "16" "form.family_planning_group.counsel_institution" "0"
"3019" "17" "form.family_planning_group.counsel_institution" "31.5287890456032"
"3020" "18" "form.family_planning_group.counsel_institution" "0"
"3021" "19" "form.family_planning_group.counsel_institution" "27.5644630138988"
"3022" "20" "form.family_planning_group.counsel_institution" "0"
"3023" "21" "form.family_planning_group.counsel_institution" "0"
"3024" "22" "form.family_planning_group.counsel_institution" "21.4772852134878"
"3025" "23" "form.family_planning_group.counsel_institution" "0"
"3026" "24" "form.family_planning_group.counsel_institution" "0"
"3027" "25" "form.family_planning_group.counsel_institution" "0"
"3028" "26" "form.family_planning_group.counsel_institution" "0"
"3029" "27" "form.family_planning_group.counsel_institution" "0"
"3030" "28" "form.family_planning_group.counsel_institution" "35.4260565839843"
"3031" "29" "form.family_planning_group.counsel_institution" "36.9081618890774"
"3032" "30" "form.family_planning_group.counsel_institution" "0"
"3033" "31" "form.family_planning_group.counsel_institution" "40.8837691239304"
"3034" "32" "form.family_planning_group.counsel_institution" "49.2142349903192"
"3035" "33" "form.family_planning_group.counsel_institution" "41.1879998637873"
"3036" "34" "form.family_planning_group.counsel_institution" "59.3555675183633"
"3037" "35" "form.family_planning_group.counsel_institution" "43.875408742793"
"3038" "36" "form.family_planning_group.counsel_institution" "59.3427925264328"
"3039" "37" "form.family_planning_group.counsel_institution" "53.2102897150206"
"3040" "38" "form.family_planning_group.counsel_institution" "0"
"3041" "1" "form.family_planning_group.spacing_methods" "0"
"3042" "2" "form.family_planning_group.spacing_methods" "0"
"3043" "3" "form.family_planning_group.spacing_methods" "0"
"3044" "4" "form.family_planning_group.spacing_methods" "0"
"3045" "5" "form.family_planning_group.spacing_methods" "6.37092828728286"
"3046" "6" "form.family_planning_group.spacing_methods" "5.47091085606163"
"3047" "7" "form.family_planning_group.spacing_methods" "3.21135777042781"
"3048" "8" "form.family_planning_group.spacing_methods" "0"
"3049" "9" "form.family_planning_group.spacing_methods" "6.2638033815322"
"3050" "10" "form.family_planning_group.spacing_methods" "0"
"3051" "11" "form.family_planning_group.spacing_methods" "2.67605214628758"
"3052" "12" "form.family_planning_group.spacing_methods" "5.69166791526601"
"3053" "13" "form.family_planning_group.spacing_methods" "8.54629180758115"
"3054" "14" "form.family_planning_group.spacing_methods" "9.93317366937376"
"3055" "15" "form.family_planning_group.spacing_methods" "18.3447631338364"
"3056" "16" "form.family_planning_group.spacing_methods" "0"
"3057" "17" "form.family_planning_group.spacing_methods" "0.940287837647595"
"3058" "18" "form.family_planning_group.spacing_methods" "5.18363050934926"
"3059" "19" "form.family_planning_group.spacing_methods" "7.72480474029304"
"3060" "20" "form.family_planning_group.spacing_methods" "5.96411591485672"
"3061" "21" "form.family_planning_group.spacing_methods" "2.53945485129012"
"3062" "22" "form.family_planning_group.spacing_methods" "5.81700272368771"
"3063" "23" "form.family_planning_group.spacing_methods" "4.95279990921102"
"3064" "24" "form.family_planning_group.spacing_methods" "5.02248696993831"
"3065" "25" "form.family_planning_group.spacing_methods" "2.55746861616495"
"3066" "26" "form.family_planning_group.spacing_methods" "8.5754876562959"
"3067" "27" "form.family_planning_group.spacing_methods" "3.97227898346682"
"3068" "28" "form.family_planning_group.spacing_methods" "4.85424037395002"
"3069" "29" "form.family_planning_group.spacing_methods" "2.05129093820521"
"3070" "30" "form.family_planning_group.spacing_methods" "3.31200760831211"
"3071" "31" "form.family_planning_group.spacing_methods" "3.42801189071983"
"3072" "32" "form.family_planning_group.spacing_methods" "7.99591869136074"
"3073" "33" "form.family_planning_group.spacing_methods" "2.8086622904227"
"3074" "34" "form.family_planning_group.spacing_methods" "8.60719828838154"
"3075" "35" "form.family_planning_group.spacing_methods" "6.09174538349058"
"3076" "36" "form.family_planning_group.spacing_methods" "4.81155536530432"
"3077" "37" "form.family_planning_group.spacing_methods" "5.78033847238476"
"3078" "38" "form.family_planning_group.spacing_methods" "0"
"3079" "1" "form.bp1.anc2.anc2_abnormalities" "0"
"3080" "2" "form.bp1.anc2.anc2_abnormalities" "7.0475997595345"
"3081" "3" "form.bp1.anc2.anc2_abnormalities" "0"
"3082" "4" "form.bp1.anc2.anc2_abnormalities" "13.5644992617641"
"3083" "5" "form.bp1.anc2.anc2_abnormalities" "22.8777194643079"
"3084" "6" "form.bp1.anc2.anc2_abnormalities" "0"
"3085" "7" "form.bp1.anc2.anc2_abnormalities" "7.39037805867036"
"3086" "8" "form.bp1.anc2.anc2_abnormalities" "0"
"3087" "9" "form.bp1.anc2.anc2_abnormalities" "17.0777913654937"
"3088" "10" "form.bp1.anc2.anc2_abnormalities" "0"
"3089" "11" "form.bp1.anc2.anc2_abnormalities" "9.6435456080005"
"3090" "12" "form.bp1.anc2.anc2_abnormalities" "0"
"3091" "13" "form.bp1.anc2.anc2_abnormalities" "0"
"3092" "14" "form.bp1.anc2.anc2_abnormalities" "12.8131091028869"
"3093" "15" "form.bp1.anc2.anc2_abnormalities" "0"
"3094" "16" "form.bp1.anc2.anc2_abnormalities" "7.40617515389663"
"3095" "17" "form.bp1.anc2.anc2_abnormalities" "0"
"3096" "18" "form.bp1.anc2.anc2_abnormalities" "13.4677768944863"
"3097" "19" "form.bp1.anc2.anc2_abnormalities" "14.1387983349788"
"3098" "20" "form.bp1.anc2.anc2_abnormalities" "11.5729562908845"
"3099" "21" "form.bp1.anc2.anc2_abnormalities" "0"
"3100" "22" "form.bp1.anc2.anc2_abnormalities" "0"
"3101" "23" "form.bp1.anc2.anc2_abnormalities" "5.95623665811391"
"3102" "24" "form.bp1.anc2.anc2_abnormalities" "5.30692279030106"
"3103" "25" "form.bp1.anc2.anc2_abnormalities" "12.5574526365408"
"3104" "26" "form.bp1.anc2.anc2_abnormalities" "10.9767367318483"
"3105" "27" "form.bp1.anc2.anc2_abnormalities" "15.0201289383249"
"3106" "28" "form.bp1.anc2.anc2_abnormalities" "16.4853619318599"
"3107" "29" "form.bp1.anc2.anc2_abnormalities" "12.2104422147014"
"3108" "30" "form.bp1.anc2.anc2_abnormalities" "16.9970732471156"
"3109" "31" "form.bp1.anc2.anc2_abnormalities" "15.2304580541263"
"3110" "32" "form.bp1.anc2.anc2_abnormalities" "0"
"3111" "33" "form.bp1.anc2.anc2_abnormalities" "0"
"3112" "34" "form.bp1.anc2.anc2_abnormalities" "15.9553941569133"
"3113" "35" "form.bp1.anc2.anc2_abnormalities" "14.0907206280687"
